Año,Fecha,Latitud,Longitud,Título de la Noticia,Muertos,URL
2016,2016-02-10,25.7188797,-99.2203815,Hallan a 2 ejecutados en China,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=764205&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=764205
2016,2016-02-16,23.6743475,-100.1742228,Ejecuta a dueño de cantina y a empleado,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=743019&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=743019
2016,2016-02-17,31.7243841,-106.48999,Lo ejecutan en departamento,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=770401&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=770401&v=2
2016,2016-03-20,25.785253,-100.602633,Hallan un ejecutado en cajuela de taxi,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=798988&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=798988&v=2
2016,2016-03-21,25.6677134,-100.4709003,Hallan indigente muerto con balazo,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=799582&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=799582
2016,2016-03-21,25.7307782,-100.3362914,Muere en hospital tras ser baleado,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=799133&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=799133&v=2
2016,2016-03-07,25.7846954,-100.2488586,Ejecutan sicarios a 2 tras persecución,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=787125&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=787125&v=4
2016,2016-03-20,25.587587,-100.2585265,Matan en Valle Alto a gerente de casino,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=798578&v=14&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=798578&v=14
2016,2016-03-14,25.686632,-100.087952,Ejecutan a 2 y les dejan un mensaje,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=793677&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=793677&v=3
2016,2016-03-28,25.672399,-99.252284,Ejecutan y entierran a 2 en una brecha,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=803811&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=803811&v=4
2016,2016-04-04,25.911609,-100.678288,Ejecutan y calcinan,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=810174&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=810174&v=2
2016,2016-04-29,25.810338,-100.428969,Matan a 2 a balazos y luego los calcinan,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=831926&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=831926&v=2
2016,2016-04-04,25.6833751,-100.3739449,Ejecutan a dos en San Jerónimo,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=810186&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=810186&v=2
2016,2016-04-04,25.655735,-100.330967,Plagian y sepultan a un taxista pirata,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=810127&v=7&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=810127&v=7
2016,2016-04-18,25.903956,-100.077697,Encuentran en Zuazua a ejecutado,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=822210&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=822210
2016,2016-04-17,25.72106,-100.163505,Matan a 9 en casa de Apodaca,9.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=821376&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=821376&v=3
2016,2016-04-17,25.6687872,-100.143439,Asesinan a balazos a 2 en fiesta,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=821378&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=821378&v=4
2016,2016-04-25,25.562003,-100.029159,Ejecutan a hombre y mujer en Cadereyta,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=828152&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=828152&v=2
2016,2016-04-11,24.822633,-100.073314,Tiran a ejecutado en arroyo,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=816107&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=816107
2016,2016-05-02,24.836621,-100.082706,Detienen a mujer y aparece ejecutada,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=833826&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=833826&v=4
2016,2016-05-09,25.646476,-100.359867,Matan en San Pedro a jefe de Ministerial,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=839841&v=7&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=839841&v=7
2016,2016-05-22,25.6942246,-100.4580178,Entran a casa para matarlo,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=850582&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=850582&v=3
2016,2016-05-07,25.6866393,-100.2239684,Sale de casa y lo matan,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=837909&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=837909&v=4
2016,2016-05-16,25.7895586,-100.4153744,Embolsan cadáver; lo lanzan de puente,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=844911&v=7&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=844911&v=7
2016,2016-05-08,25.797337,-100.238612,Torturan y matan a tatuado en Apodaca,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=839026&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=839026&v=2
2016,2016-05-09,25.9621368,-100.3031417,Libra la cárcel y lo matan a balazos,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=839896&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=839896
2016,2016-06-06,25.810101,-100.591906,Lo torturan y lo tiran frente a escuela,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=862637&v=7&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=862637&v=7
2016,2016-07-17,25.679273,-100.158191,Ejecutan a joven; huyen en un taxi,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=894960&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=894960&v=3
2016,2016-07-03,25.6655636,-100.2185431,Mata a hachazos a narcovendedor,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=884996&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=884996&v=3
2016,2016-07-31,25.658882,-100.330902,Ejecutan a otros dos en la Independencia,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=905619&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=905619&v=2
2016,2016-07-17,25.6817365,-100.4111471,Asesinan a hermano de policía sampetrino,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=895337&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=895337&v=3
2016,2016-07-10,25.7824652,-100.3728235,Ejecutan a taxista frente a su familia,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=890155&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=890155&v=2
2016,2016-07-10,25.917125,-100.181255,Hallan a ejecutado en baldío,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=890145&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=890145&v=2
2016,2016-08-23,25.808906,-99.162783,Hallan en Bravo a dos ejecutados,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=922559&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=922559
2016,2016-08-01,25.681201,-100.214265,Lo matan y calcinan en Parque La Silla,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=906385&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=906385&v=4
2016,2016-08-30,25.670522,-100.257699,Lo ejecutan de un balazo,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=928095&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=928095&v=2
2016,2016-08-23,25.741072,-100.338076,Muere baleado en fiesta,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=922559&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=922559
2016,2016-08-02,25.7530011,-100.3818284,Ejecutan a mamá; dejan grave a hija,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=907218&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=907218&v=3
2016,2016-08-02,25.670264,-100.442626,Acribillan a guardia,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=907150&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=907150&v=4
2016,2016-08-02,25.703091,-100.592533,Tiran a ejecutado; lo hallan federales,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=907141&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=907141&v=2
2016,2016-09-26,25.447326,-100.094471,Ejecutan a tres en quinta,3.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=948780&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=948780&v=5
2016,2016-09-11,25.596102,-100.036957,Hallan a un muerto en Cadereyta,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=937567&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=937567&v=4
2016,2016-09-26,25.633718,-100.100493,Abre la puerta y lo acribillan,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=948673&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=948673&v=3
2016,2016-09-18,25.720317,-100.188949,Entran a casa y ejecutan a 2,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=942709&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=942709&v=3
2016,2016-09-13,25.7091397,-100.2170971,Tiran desde camioneta a hombre ejecutado,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=937961&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=937961&v=4
2016,2016-09-18,25.686142,-100.3091392,Asesinan a hombre en la Col. Sarabia,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=942706&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=942706
2016,2016-09-11,25.7676376,-100.3797868,Asesinan a joven en Fomerrey 114,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=937586&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=937586&v=2
2016,2016-09-11,25.6953551,-100.4640024,Lo matan sicarios dentro de su casa,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=937552&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=937552&v=3
2016,2016-09-25,25.696971,-100.566534,Hallan a ejecutado en bar abandonado en Santa Catarina,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=947899&v=6&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=947899&v=6
2016,2016-09-26,25.817383,-100.624661,Entra a una tienda y ejecuta al dueño,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=948795&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=948795&v=3
2016,2016-09-12,26.497886,-100.426856,Lo acribillan en un auto,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=937666&v=6&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=937666&v=6
2016,2016-10-30,25.620688,-100.161435,Matan a padre e hijo por deuda de droga,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=974508&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=974508&v=2
2016,2016-10-12,25.658968,-100.330831,Ejecutan a menor y hieren a su tío,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=960447&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=960447&v=5
2016,2016-10-17,25.66499,-100.377277,Hallan en Col. Del Valle cadáver con máscara,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=964795&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=964795&v=4
2016,2016-10-09,25.6799784,-100.417407,Persiguen y matan,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=958749&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=958749&v=4
2016,2016-10-24,25.693501,-100.332221,Suma una víctima más ataque contra hermanos,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=969918&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=969918&v=4
2016,2016-10-03,25.692667,-100.3293,Dejan 2 muertos ataques a balazos,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=954215&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=954215&v=2
2016,2016-10-09,25.6965165,-100.1867564,Lo ejecutan en una fiesta,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=958746&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=958746&v=5
2016,2016-10-30,25.7471671,-100.2787876,Cazan sicarios a un vendedor de vehículos,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=974542&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=974542&v=2
2016,2016-10-09,25.753953,-100.253559,Asesinan a joven de dos balazos dentro de su auto,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=958748&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=958748&v=5
2016,2016-10-03,25.790633,-100.0386,Dejan 2 muertos ataques a balazos,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=954215&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=954215&v=2
2016,2016-10-31,25.904151,-100.197241,Busca a su hijo durante 15 días; lo halla asesinado,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=975173&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=975173&v=5
2016,2016-11-21,25.630628,-100.285406,"Corre de sicarios, pero lo alcanzan y matan a balazos",1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=989634&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=989634&v=5
2016,2016-11-09,25.706695,-100.47921,Ejecutan a dos,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=981793&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=981793&v=5
2016,2016-11-30,25.758261,-100.515273,Les falla secuestro; matan a cómplice,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=995932&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=995932&v=3
2016,2016-11-29,25.9080744,-100.2860662,Encuentran a calcinado en brecha,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=994340&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=994340&v=2
2016,2016-11-08,26.47725,-99.91542,Confirman que se trata de ejecutado,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=980947&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=980947&v=4
2016,2016-12-05,25.6952313,-100.1924974,Abre puerta y pistolero lo ejecuta,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=999067&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=999067&v=4
2017,2017-01-03,25.2850844,-100.0222322,Desaparece mujer; la hallan asesinada,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1016281&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1016281&v=2
2017,2017-01-08,25.5994995,-99.9977962,Hallan a ejecutado afuera de bodega,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1019082&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1019082&v=3
2017,2017-01-03,25.6866599,-100.1155595,Matan a taxista a golpes en Juárez,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1016054&lcmd5=a1c08ce2011ab34327b23cb54788cc9b&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1016054&lcmd5=a1c08ce2011ab34327b23cb54788cc9b
2017,2017-01-01,25.781504,-100.187569,Plagian y ejecutan a comerciante,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1014619&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1014619
2017,2017-01-14,25.790884,-100.253112,Muere baleado frente a clientes de mercado,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1024255&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1024255&v=2
2017,2017-01-23,25.770035,-100.2978426,Tiran 2 cuerpos en Escobedo,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1030830&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1030830&v=3
2017,2017-01-04,25.668352,-100.253685,Asesinan a mujer tras bajarla de auto,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1016562&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1016562&v=3
2017,2017-01-04,25.7331164,-100.3788895,Asesinan a otro chofer,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1016054&lcmd5=a1c08ce2011ab34327b23cb54788cc9b&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1016054&lcmd5=a1c08ce2011ab34327b23cb54788cc9b
2017,2017-01-14,25.674386,-100.387629,Hallan en García a tres asesinados,3.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1023344&v=6&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1023344&v=6
2017,2017-01-10,25.662424,-100.459931,Ejecutan a ex reo en Santa Catarina,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1021454&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1021454&v=3
2017,2017-01-06,25.6757016,-100.479715,Lo ejecutan en su barbería,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1018798&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1018798&v=4
2017,2017-01-23,25.820877,-100.398613,Matan a policía de un balazo,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1030884&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1030884&v=2
2017,2017-01-08,25.966216,-100.290735,Ejecutan a mujer por una venganza,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1019848&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1019848&v=3
2017,2017-01-15,25.954338,-100.165941,Hallan mujeres a un asesinado,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1024481&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1024481&v=3
2017,2017-02-07,25.695624,-99.214204,Matan en China a 2 repartidores de Cervecería,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1041567&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1041567&v=3
2017,2017-02-28,25.383291,-100.148834,Hallan en quinta a semienterrado,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1056371&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1056371&v=4
2017,2017-02-14,25.651589,-100.105836,Toma con amigos; lo matan a balazos,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1045546&lcmd5=238f7d93ac61b4ea8c79291ed870de5c&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1045546&lcmd5=238f7d93ac61b4ea8c79291ed870de5c
2017,2017-02-11,25.6870904,-100.2159329,Encuentra a vecino muerto en su casa,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1044253&lcmd5=3a4285935f1983a190cbf86f082f5784&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1044253&lcmd5=3a4285935f1983a190cbf86f082f5784
2017,2017-02-20,25.805232,-100.219646,Sobrevive a ataque y su amigo muere,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1049974&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1049974&v=3
2017,2017-02-15,25.690014,-100.246999,Ejecutan a 2 en Multiplaza Linda Vista,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1046833&lcmd5=1a647b93e4e77c5ed93fa865fbdc2ac2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1046833&lcmd5=1a647b93e4e77c5ed93fa865fbdc2ac2
2017,2017-02-07,25.653815,-100.260909,Cazan desde cerro ejecutores a fiscal,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1041566&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1041566&v=5
2017,2017-02-14,25.686357,-100.314466,Busca a su hermana y la halla degollada,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1045504&lcmd5=24b1f2e6275e350ec7f76cec2215f650&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1045504&lcmd5=24b1f2e6275e350ec7f76cec2215f650
2017,2017-02-07,25.753648,-100.358708,Ejecutan a mecánico,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1041567&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1041567&v=3
2017,2017-02-14,25.7505831,-100.3602449,Ejecutan a albañil cuando trabajaba,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1046422&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1046422&v=4
2017,2017-02-14,25.7112484,-100.3761214,Cazan y ejecutan en Av. Leones a fiscal federal,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1046346&v=12&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1046346&v=12
2017,2017-02-20,25.703965,-100.486816,Ejecutan sicarios a 3; a uno lo encajuelan,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1049974&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1049974&v=3
2017,2017-02-28,25.9452351,-100.2806151,Le dan tiro de gracia,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1056371&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1056371&v=4
2017,2017-02-20,26.500191,-100.424901,Lo asesinan de 9 balazos,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1049974&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1049974&v=3
2017,2017-03-28,25.60723,-99.960018,Reavivan motín; mueren 4 reos,4.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1077720&v=7&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1077720&v=7
2017,2017-03-21,25.6491649,-100.0974606,Ejecutan a joven en Juárez,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1071906&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1071906
2017,2017-03-29,25.82778,-100.115558,Encuentran desnudo a hombre asesinado,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1078800&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1078800&v=3
2017,2017-03-13,25.9493561,-100.171388,Ejecutan de 10 balazos en Ciénega de Flores,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1065722&v=8&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1065722&v=8
2017,2017-03-20,25.968131,-100.278401,Lo ejecutan de un balazo en la nuca,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1071103&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1071103
2017,2017-03-06,25.7505209,-100.3060575,Hallan en vehículo cuerpo encobijado,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1060647&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1060647&v=5
2017,2017-03-13,25.6600369,-100.4491061,Ahora Santa Catarina: tiran a 2 embolsados,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1065832&v=9&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1065832&v=9
2017,2017-03-28,25.7865302,-100.5859669,Lo cazan sicarios al llegar a su casa,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1077587&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1077587&v=4
