Año,Fecha,Latitud,Longitud,Título de la Noticia,Muertos,URL
2018,2018-01-12,25.7279849,-100.2678043,Balean a pareja y muere mujer,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1297810&v=6&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1297810&v=6
2018,2018-01-28,25.7243902,-100.2749744,Asesinan a 11 en 3 horas,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1310002&v=16&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1310002&v=16
2018,2018-01-29,25.630407,-100.2878835,Muere baleado al evitar asalto en una tienda,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1310698&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1310698&v=4
2018,2018-01-28,25.6855373,-100.3198643,Asesinan a 11 en 3 horas,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1310002&v=16&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1310002&v=16
2018,2018-01-25,25.7165488,-100.3269457,Lo ejecutan en su casa,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1307563&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1307563&v=4
2018,2018-01-06,25.7308664,-100.3401864,Lo ejecutan cuando caminaba en la Ferrocarrilera,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1293282&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1293282
2018,2018-01-14,25.724893,-100.343142,Asesinan a 2 reos en el Topo Chico,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1299119&v=9&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1299119&v=9
2018,2018-01-19,25.716436,-100.364082,Muere baleado frente a su esposa,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1303114&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1303114&v=4
2018,2018-01-10,25.766234,-100.3667325,Ejecutan a uno sicarios en taxi,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1295657&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1295657&v=4
2018,2018-01-08,25.844176,-100.397913,Matan a 2 menores en ataque a baile,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1293970&v=6&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1293970&v=6
2018,2018-01-28,25.684353,-100.4270461,Asesinan a 11 en 3 horas,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1310002&v=16&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1310002&v=16
2018,2018-01-05,25.6830877,-100.4476664,Ejecutan a joven en Santa Catarina,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1292405&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1292405
2018,2018-01-15,25.700627,-100.463518,Matan a balazos a tres en su casa,3.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1299568&v=8&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1299568&v=8
2018,2018-01-11,25.788914,-100.56128,Atan y tiran a ejecutado,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1296506&v=6&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1296506&v=6
2018,2018-02-14,25.6367106,-100.1624005,Muere joven baleado en ataque en Juárez,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1322427&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1322427&v=5
2018,2018-02-12,25.7924479,-100.192951,"Ejecutan, mutilan y le dejan recado",1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1321240&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1321240&v=5
2018,2018-02-10,25.6420249,-100.2065955,Lo ejecutan en Guadalupe,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1320523&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1320523&v=4
2018,2018-02-07,25.7710195,-100.236883,Lo ejecutan en camioneta,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1317459&v=6&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1317459&v=6
2018,2018-02-04,25.7785698,-100.2543919,Muere en hospital baleado en Apodaca,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1315630&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1315630
2018,2018-02-17,25.7076731,-100.2468633,Ejecutan a mecánico en taller de su papá,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1325323&v=8&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1325323&v=8
2018,2018-02-15,25.5875306,-100.2584164,Lo citan y ejecutan en estacionamiento,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1323343&v=12&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1323343&v=12
2018,2018-02-08,25.6389583,-100.2758657,Ejecutan a hombre en el sector Contry,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1317975&v=9&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1317975&v=9
2018,2018-02-17,25.6821788,-100.2875168,Asesinan en Madero a vendedor de espejos,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1325435&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1325435&v=5
2018,2018-02-13,25.7396459,-100.3332749,Lo torturan y ejecutan en Colonia Topo Chico,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1321606&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1321606&v=5
2018,2018-02-06,25.65951,-100.4342349,Tiran a ejecutado con un mensaje frente a escuela,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1316333&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1316333&v=4
