year,date,lat,lon,news,cassualties,url,object_id,postal_code,mun_name,neighborhood_name,neighborhood_type,area
2011,2011-11-23,25.676005,-100.321119, Suplica por su vida; sicarios la ejecutan ,1.0, http://www.elnorte.com/seguridad/Articulo/661/1320200/,34955,64000.0,MONTERREY,CENTRO DE MONTERREY,COLONIA,0.000716583798616
2011,2011-11-20,25.66876,-100.338145, Ejecutan a mujer en caf&#233; del Centro ,1.0, http://www.elnorte.com/seguridad/articulo/660/1319059/,34968,64060.0,MONTERREY,OBISPADO,COLONIA,0.00012221914280999998
2011,2011-11-20,25.686707000000002,-100.324702, Matan en bar a una mesera de un balazo ,1.0, http://www.elnorte.com/seguridad/articulo/660/1318998/,34955,64000.0,MONTERREY,CENTRO DE MONTERREY,COLONIA,0.000716583798616
2011,2011-11-17,25.691883999999998,-100.314008, Ejecutan a mesero afuera de un bar ,1.0, http://www.elnorte.com/seguridad/Articulo/660/1318096/,35243,64450.0,MONTERREY,15 DE MAYO,COLONIA,3.06679489062e-05
2011,2011-11-17,25.691347,-100.280345, Matan pistoleros a un polic&#237;a regio ,1.0, http://www.elnorte.com/seguridad/Articulo/660/1318108/,35282,64560.0,MONTERREY,NUEVA MADERO,COLONIA,1.50412517795e-05
2011,2011-11-16,25.774941000000002,-100.36155600000001, Ejecutan a 2 j&#243;venes en Col. Tiro al Blanco ,2.0, http://www.elnorte.com/seguridad/Articulo/659/1317696/,35096,64219.0,MONTERREY,TIRO AL BLANCO,COLONIA,1.55037134208e-05
2011,2011-11-16,25.753970000000002,-100.376459, Balean a otro; muere en el hospital ,2.0, http://www.elnorte.com/seguridad/Articulo/659/1317696/,35009,64107.0,MONTERREY,SAN BERNABE FOMERREY 25,COLONIA,9.89250068539e-05
2011,2011-12-11,25.68549800000001,-100.319874, Ejecutan a 2 junto a puesto ,2.0, http://www.elnorte.com/seguridad/articulo/659/1316133,34955,64000.0,MONTERREY,CENTRO DE MONTERREY,COLONIA,0.000716583798616
2011,2011-11-11,25.658720000000002,-100.317516, Matan en balacera a menor inocente ,1.0, http://www.elnorte.com/seguridad/Articulo/658/1315836/,35376,64720.0,MONTERREY,INDEPENDENCIA,FRACCIONAMIENTO,0.000221969402392
2011,2011-11-11,25.683245,-100.286305, Persiguen y ejecutan a un narcodistribuidor ,1.0, http://www.elnorte.com/seguridad/Articulo/658/1315821/,35289,64580.0,MONTERREY,PABLO A DE LA GARZA,COLONIA,2.91729993823e-05
2011,2011-10-11,25.645435,-100.290932, Lo matan a golpes por no dar cuota ,1.0, http://www.elnorte.com/seguridad/Articulo/658/1315389/,35465,64840.0,MONTERREY,ALTAVISTA,COLONIA,3.34381516708e-05
2011,2011-08-11,25.641291,-100.286063, Ejecutan a un polic&#237;a estatal ,1.0, http://www.elnorte.com/local/articulo/658/1314522/,35464,64840.0,MONTERREY,NUEVA ESPAÑA,COLONIA,1.93553994369e-05
2011,2011-07-11,25.680538000000002,-100.322428, Lo ejecutan en el Centro ,1.0, http://www.elnorte.com/seguridad/articulo/658/1314020/,34955,64000.0,MONTERREY,CENTRO DE MONTERREY,COLONIA,0.000716583798616
2011,2011-07-11,25.647968,-100.307064, Arrollan a hombre tras una balacera ,1.0, http://www.elnorte.com/seguridad/articulo/658/1314080/,35384,64730.0,MONTERREY,ARTURO B DE LA GARZA,COLONIA,1.07916010195e-05
2011,2011-06-11,25.736122,-100.359786, Someten a joven para ejecutarlo ,1.0, http://www.elnorte.com/seguridad/articulo/657/1313663/,35034,64148.0,MONTERREY,GENARO VAZQUEZ ROJAS,COLONIA,5.46117402681e-06
2011,2011-05-11,25.705258999999998,-100.278976, Ejecutan sicarios a plagiado ,1.0, http://www.elnorte.com/seguridad/articulo/657/1313399/,35264,64530.0,MONTERREY,MODERNA,COLONIA,0.000221281086398
2011,2011-01-11,25.658720000000002,-100.317516, Matan a cinco; otro huye ,5.0, http://www.elnorte.com/seguridad/Articulo/656/1311773/,35376,64720.0,MONTERREY,INDEPENDENCIA,FRACCIONAMIENTO,0.000221969402392
2011,2011-11-19,25.717894,-100.260273, Mueren tres al enfrentar a militares ,3.0, http://www.elnorte.com/seguridad/Articulo/660/1318822/,35937,66490.0,SAN NICOLÁS DE LOS GARZA,CONSTITUYENTES DE QUERETARO SECT 2,UNIDAD HABITACIONAL,2.96374503733e-05
2011,2011-11-29,25.690051999999998,-100.190334, Ejecutan a primos afuera de su casa ,4.0, http://www.elnorte.com/seguridad/articulo/662/1322382/,34298,67116.0,GUADALUPE,RIBERAS DE LA SILLA (FOMERREY 31),COLONIA,0.000105193573581
2011,2011-11-23,25.652860999999998,-100.169801, Lo asesinan de 2 balazos ,1.0, http://www.elnorte.com/seguridad/Articulo/661/1320170/,34647,67195.0,GUADALUPE,VALLE DE SOFIA,COLONIA,1.70132003224e-06
2011,2011-11-13,25.694882999999997,-100.192417, Hallan a muerto dentro de taxi ,1.0, http://www.elnorte.com/seguridad/articulo/659/1316437/,34298,67116.0,GUADALUPE,RIBERAS DE LA SILLA (FOMERREY 31),COLONIA,0.000105193573581
2011,2011-12-11,25.723596,-100.19192199999999, Acribillan a pareja en auto ,2.0, http://www.elnorte.com/seguridad/articulo/659/1316152/,34270,67113.0,GUADALUPE,HACIENDA SAN MIGUEL,COLONIA,1.00852018241e-05
2011,2011-08-11,25.690593,-100.232241, Ejecutan a tres; balean a un ni&#241;o ,3.0, http://www.elnorte.com/seguridad/articulo/658/1314556/,34391,67150.0,GUADALUPE,RES AZTECA,COLONIA,2.26496009823e-05
2011,2011-02-11,25.700585999999998,-100.16646999999999, Disparan y matan desde auto ,1.0, http://www.elnorte.com/seguridad/Articulo/657/1312208/,34287,67114.0,GUADALUPE,VALLE SOLEADO,FRACCIONAMIENTO,0.000596332088668
2011,2011-02-11,25.660154000000002,-100.167181, Matan a joven de dos balazos ,1.0, http://www.elnorte.com/seguridad/articulo/657/1312208/,34648,67195.0,GUADALUPE,VALLE DEL SOL,COLONIA,3.73253801118e-05
2011,2011-01-11,25.694882999999997,-100.192417, Dejan camioneta con dos asesinados ,2.0, http://www.elnorte.com/seguridad/Articulo/656/1311757/,34298,67116.0,GUADALUPE,RIBERAS DE LA SILLA (FOMERREY 31),COLONIA,0.000105193573581
2011,2011-11-23,25.745679,-100.16332299999999, Muere poli tras abatir a dos ex compa&#241;eros ,3.0, http://www.elnorte.com/seguridad/Articulo/661/1320179/,33820,66640.0,APODACA,HUINALA,FRACCIONAMIENTO,0.00012741334755100002
2011,2011-11-13,25.71335,-100.183296, Acribillan a una familia; matan a tres ,3.0, http://www.elnorte.com/seguridad/articulo/659/1316423/,33886,66649.0,APODACA,FRACC GOLONDRINAS,COLONIA,1.93216499124e-05
2011,2011-10-11,25.767084,-100.195616, Ejecutan pistoleros a 3 frente a dep&#243;sito ,3.0, http://www.elnorte.com/seguridad/Articulo/658/1315443/,33721,66633.0,APODACA,KALOS,COLONIA,0.000288392530072
2011,2011-11-16,25.762171,-100.238916, Asesinan a hombre y lo tiran ,1.0, http://www.elnorte.com/seguridad/Articulo/659/1317736/,33707,66630.0,APODACA,EL MEZQUITAL,COLONIA,4.12849029101e-05
2011,2011-11-13,25.784351,-100.260704, Ejecutan a uno plagian a otro ,1.0, http://www.elnorte.com/seguridad/articulo/659/1316405/,33657,66612.0,APODACA,LAS NUEVAS PUENTES,COLONIA,3.08568022719e-05
2011,2011-11-27,25.788917,-100.597801, Lo bajan de veh&#237;culo y lo matan a balazos ,1.0, http://www.elnorte.com/seguridad/Articulo/661/1321540/,0,,,,,
2011,2011-06-11,25.4549,-100.16544300000001, Matan pistoleros a un comerciante ,1.0, http://www.elnorte.com/seguridad/articulo/657/1313660/,36476,67315.0,SANTIAGO,CONDADO DE ASTURIAS,COLONIA,0.000222754777141
2011,2011-11-16,25.562148,-99.981441, Los acribillan en Cadereyta ,2.0, http://www.elnorte.com/seguridad/Articulo/659/1317731/,33925,67484.0,CADEREYTA JIMÉNEZ,CARLOS SALINAS DE GORTARI,FRACCIONAMIENTO,2.53762489527e-05
2011,2011-12-11,25.559787,-100.065022, Sepultan en narcofosa a 2 plagiados ,2.0, http://www.elnorte.com/seguridad/articulo/659/1316091/,0,,,,,
2011,2011-09-11,25.576832999999997,-100.00934000000001, Levantan a menor y luego lo ejecutan ,1.0, http://www.elnorte.com/seguridad/Articulo/658/1314906/,33941,67485.0,CADEREYTA JIMÉNEZ,ADOLFO LOPEZ MATEOS 1ER SECT,COLONIA,1.68205000231e-05
2011,2011-01-11,25.593517000000002,-99.990181, Le dan el tiro de gracia a mujer ,1.0, http://www.elnorte.com/seguridad/Articulo/656/1311756/,33901,67480.0,CADEREYTA JIMÉNEZ,CADEREYTA JIMENEZ CENTRO,COLONIA,0.000832080719522
2011,2011-10-30,25.657949,-100.412228, Dejan en San Pedro a pareja ejecutada ,2.0, http://www.elnorte.com/seguridad/articulo/656/1310889/,36037,66233.0,SAN PEDRO GARZA GARCÍA,SANTA ELENA,COLONIA,8.5685770559e-06
2011,2011-10-29,25.659734,-100.369704, Encuentran a 2 ejecutados en cerro ,2.0, http://www.elnorte.com/seguridad/Articulo/656/1310683/,36001,66220.0,SAN PEDRO GARZA GARCÍA,DEL VALLE,COLONIA,0.00027636719921
2011,2011-05-10,25.656156,-100.17411, Someten a 3 y los ejecutan ,3.0, http://www.elnorte.com/seguridad/Articulo/651/1301463/,34634,67193.0,GUADALUPE,CIUDAD CROC,COLONIA,4.77568500768e-05
2011,2011-10-30,25.682935999999998,-100.334723, Lo matan a balazos en la Mar&#237;a Luisa ,1.0, http://www.elnorte.com/seguridad/articulo/656/1310884/,34961,64030.0,MONTERREY,LOMAS,COLONIA,0.00010107170170799997
2011,2011-10-29,25.748219,-100.352802, Levantan a mujer; aparece decapitada ,1.0, http://www.elnorte.com/seguridad/Articulo/656/1310682/,35102,64228.0,MONTERREY,FRANCISCO VILLA,COLONIA,8.15412492746e-05
2011,2011-10-27,25.6847,-100.291565, Y fallece otro baleado ,1.0, http://www.elnorte.com/seguridad/Articulo/656/1310032/,35289,64580.0,MONTERREY,PABLO A DE LA GARZA,COLONIA,2.91729993823e-05
2011,2011-10-19,25.785460999999998,-100.413103, Ejecutan a hombre al salir de su casa ,1.0, http://www.elnorte.com/seguridad/Articulo/654/1306795/,34041,64103.0,GENERAL ESCOBEDO,LA ALIANZA,COLONIA,0.000371168102743
2011,2011-10-19,25.753970000000002,-100.376459, Lo persiguen para matarlo de 7 disparos ,1.0, http://www.elnorte.com/seguridad/Articulo/654/1306814/,35009,64107.0,MONTERREY,SAN BERNABE FOMERREY 25,COLONIA,9.89250068539e-05
2011,2011-06-10,25.685007000000002,-100.260678, Cazan y matan a hombre de 3 balazos en la cabeza ,1.0, http://www.elnorte.com/seguridad/Articulo/651/1301889/,34344,67130.0,GUADALUPE,LIBERTAD,COLONIA,5.13651511976e-05
2011,2011-05-10,25.746803,-100.354, Persiguen a un taxista le dan cerr&#243;n y lo matan,1.0, http://www.elnorte.com/seguridad/Articulo/651/1301420/,35102,64228.0,MONTERREY,FRANCISCO VILLA,COLONIA,8.15412492746e-05
2011,2011-05-10,25.678037,-100.313307, Cae muerto a balazos repartidor de frituras ,1.0, http://www.elnorte.com/seguridad/Articulo/651/1301412/,34955,64000.0,MONTERREY,CENTRO DE MONTERREY,COLONIA,0.000716583798616
2011,2011-03-10,25.76032,-100.370235, Ejecutan a hombre de nueve balazos ,1.0, http://www.elnorte.com/seguridad/articulo/651/1300521/,35000,64104.0,MONTERREY,FOMERREY 124,UNIDAD HABITACIONAL,5.958095025399999e-05
2011,2011-02-10,25.642484,-100.299382, Matan a mujer y a sus 2 hijos ,3.0, http://www.elnorte.com/seguridad/articulo/651/1300174/,35393,64750.0,MONTERREY,LUIS ECHEVERRIA,COLONIA,6.19977041446e-06
2011,2011-02-10,25.727501,-100.348692, La acribillan desde autos en marcha ,1.0, http://www.elnorte.com/seguridad/articulo/651/1300221/,35050,64166.0,MONTERREY,AZTLAN,UNIDAD HABITACIONAL,1.94068997709e-05
2011,2011-10-30,25.694882999999997,-100.192417, Dejan un cuerpo frente a negocio ,1.0, http://www.elnorte.com/seguridad/articulo/656/1310971/,34298,67116.0,GUADALUPE,RIBERAS DE LA SILLA (FOMERREY 31),COLONIA,0.000105193573581
2011,2011-10-27,25.694882999999997,-100.192417, Lo encuentran amarrado y muerto con un disparo ,1.0, http://www.elnorte.com/seguridad/Articulo/655/1309992/,34298,67116.0,GUADALUPE,RIBERAS DE LA SILLA (FOMERREY 31),COLONIA,0.000105193573581
2011,2011-01-10,25.637774,-100.199744, Encuentran a un hombre ejecutado en Guadalupe ,1.0, http://www.elnorte.com/seguridad/Articulo/650/1299967/,34590,67190.0,GUADALUPE,RINCON DE LA SIERRA,COLONIA,0.000133861439343
2011,2011-10-23,25.740838,-100.174971, Ejecutan a 3 en camioneta estacionada ,3.0, http://www.elnorte.com/seguridad/articulo/655/1308170/,33822,66640.0,APODACA,SAN ANDRES,FRACCIONAMIENTO,2.56123502912e-05
2011,2011-06-10,25.767084,-100.195616, Lo ejecutan en la sala de su casa ,1.0, http://www.elnorte.com/seguridad/Articulo/651/1301846/,33721,66633.0,APODACA,KALOS,COLONIA,0.000288392530072
2011,2011-10-27,25.792535,-100.303617, Muere hombre al ser torturado ,1.0, http://www.elnorte.com/seguridad/Articulo/656/1310001/,34066,66050.0,GENERAL ESCOBEDO,LOS ELIZONDO,COLONIA,3.67000479262e-05
2011,2011-10-22,25.426964,-100.15168299999999, Lo asesinan de tres balazos ,1.0, http://www.elnorte.com/seguridad/Articulo/654/1307982/,36488,67318.0,SANTIAGO,CONCEPCION SALAZAR,HACIENDA,4.17889339554e-05
2011,2011-10-30,25.594123,-99.99043499999999, Tiran cuatro asesinados en Cadereyta ,4.0, http://www.elnorte.com/seguridad/articulo/656/1310942/,33901,67480.0,CADEREYTA JIMÉNEZ,CADEREYTA JIMENEZ CENTRO,COLONIA,0.000832080719522
2011,2011-10-10,25.600664000000002,-99.998245, Matan en Penal de Cadereyta a secuestrador ,1.0, http://www.elnorte.com/seguridad/articulo/652/1303182/,33902,67483.0,CADEREYTA JIMÉNEZ,CANDELARIA RIOS,COLONIA,2.11554490818e-05
2011,2011-10-23,25.848101,-99.9646, Caen pistoleros al cocinar a 4 ,4.0, http://www.elnorte.com/seguridad/articulo/655/1308222/,0,,,,,
2011,2011-09-15,25.635626000000002,-100.18552, Acribillan a 2 en Ju&#225;rez ,2.0, http://www.elnorte.com/seguridad/Articulo/648/1294132/,34603,67190.0,GUADALUPE,TIERRA PROPIA SECT 1,COLONIA,3.33927497906e-05
2011,2011-09-29,25.701272,-100.300687, Atacan a halc&#243;n; lo matan a tiros ,1.0, http://www.elnorte.com/seguridad/Articulo/650/1299278/,35261,64520.0,MONTERREY,CEMENTOS,RESIDENCIAL,2.19000501457e-05
2011,2011-09-13,25.760474,-100.318308, Matan y queman a una adolescente ,1.0, http://www.elnorte.com/seguridad/articulo/647/1293268/,35694,66422.0,SAN NICOLÁS DE LOS GARZA,BALCONES DE ANAHUAC,FRACCIONAMIENTO,0.000130004345322
2011,2011-09-30,25.645938,-100.286305, Ejecutan a otros 10 en 7 ataques ,10.0, http://www.elnorte.com/seguridad/Articulo/650/1299716/,35465,64840.0,MONTERREY,ALTAVISTA,COLONIA,3.34381516708e-05
2011,2011-09-28,25.658720000000002,-100.317516, Acribillan a 3 j&#243;venes en la Independencia ,3.0, http://www.elnorte.com/seguridad/Articulo/650/1298831/,35376,64720.0,MONTERREY,INDEPENDENCIA,FRACCIONAMIENTO,0.000221969402392
2011,2011-09-25,25.587607000000002,-100.253858, Muere en enfrentamiento ,1.0, http://www.elnorte.com/seguridad/articulo/649/1297567/,35545,64988.0,MONTERREY,JARDINES DE LA ESTANZUELA,UNIDAD HABITACIONAL,8.79565362859e-05
2011,2011-09-23,25.690977,-100.30103199999999, Descuartizan y tiran a mam&#225; y a su hija ,2.0, http://www.elnorte.com/seguridad/Articulo/649/1296992/,35279,64550.0,MONTERREY,ASARCO,COLONIA,3.26755492034e-05
2011,2011-09-22,25.635662,-100.293724, Lo dejan correr y lo matan ,1.0, http://www.elnorte.com/seguridad/Articulo/649/1296643/,35412,64769.0,MONTERREY,BUROCRATAS MUNICIPALES,COLONIA,3.43320797576e-05
2011,2011-09-17,25.673211,-100.309201, Balean a 3 y dan levant&#243;n a 2 en Valle Verde ,3.0, http://www.elnorte.com/seguridad/Articulo/648/1294811/,34955,64000.0,MONTERREY,CENTRO DE MONTERREY,COLONIA,0.000716583798616
2011,2011-09-15,25.662287,-100.27754, Ejecutan a un halc&#243;n en la puerta de pante&#243;n ,1.0, http://www.elnorte.com/seguridad/Articulo/648/1294135/,35450,64820.0,MONTERREY,NUEVA RES ESPAÑOLA,FRACCIONAMIENTO,1.68478506706e-05
2011,2011-09-14,25.743356,-100.341509, Reactivan terror y ejecutan a 19 ,19.0, http://www.elnorte.com/seguridad/Articulo/647/1293787/,35125,64249.0,MONTERREY,TIERRA Y LIBERTAD SECT NORTE,COLONIA,1.70192495626e-05
2011,2011-09-14,25.682559,-100.350468, Matan a padres de poli implicado en el Royale ,2.0, Fraccionamiento Valle Morelos,34960,64020.0,MONTERREY,GONZALITOS,COLONIA,1.52318494791e-05
2011,2011-09-14,25.74382300000001,-100.38032, Ejecuta comando a seis entre ellos a un menor,6.0, http://www.elnorte.com/seguridad/Articulo/647/1293787/,35025,64119.0,MONTERREY,FIDEL VELAZQUEZ,COLONIA,8.18265051374e-06
2011,2011-11-09,25.649859,-100.308397, Tiran en el sur a descuartizado ,1.0, http://www.elnorte.com/seguridad/articulo/647/1292454/,35384,64730.0,MONTERREY,ARTURO B DE LA GARZA,COLONIA,1.07916010195e-05
2011,2011-07-09,25.578192,-100.248752, Matan en doble ejecuci&#243;n tambi&#233;n a una inocente ,2.0, http://www.elnorte.com/seguridad/Articulo/646/1291075/,35530,64984.0,MONTERREY,FRACC LAS ESTANCIAS,COLONIA,0.00023830664697
2011,2011-05-09,25.676689,-100.29685, Lo matan sicarios frente a vecinos ,1.0, http://www.elnorte.com/seguridad/articulo/646/1290172/,34956,64010.0,MONTERREY,OBRERA,COLONIA,0.00014344229981600002
2011,2011-09-19,25.788724,-100.041933, Entierran a 2 tras ejecutarlos ,2.0, http://www.elnorte.com/seguridad/articulo/648/1295425/,35588,66650.0,PESQUERÍA,PESQUERIA,VILLA,0.000146911950995
2011,2011-09-22,25.695857,-100.211304, Ejecutan a oficial y luego a 6 j&#243;venes ,7.0, http://www.elnorte.com/seguridad/Articulo/649/1296651/,34318,67118.0,GUADALUPE,LA FLORESTA,COLONIA,6.26351024118e-06
2011,2011-09-14,25.717666,-100.197643, Matan a 2 dentro de su casa ,2.0, http://www.elnorte.com/seguridad/Articulo/647/1293787/,34284,67114.0,GUADALUPE,REAL DE SAN MIGUEL 1ER SECT,FRACCIONAMIENTO,7.800808007030003e-06
2011,2011-07-09,25.653037,-100.263518, Acribillan a dos en lote de autos ,2.0, http://www.elnorte.com/seguridad/Articulo/646/1291041/,34461,67173.0,GUADALUPE,COUNTRY LA SILLA,COLONIA,0.00013170667462000002
2011,2011-09-24,25.781562,-100.187597, Encuentran a asesinado en brecha de Apodaca ,1.0, http://www.elnorte.com/seguridad/Articulo/649/1297271/,33600,66600.0,APODACA,APODACA CENTRO,COLONIA,0.00016303995049200002
2011,2011-09-18,25.729295999999998,-100.157021, Tiran cuerpo desde un veh&#237;culo ,1.0, http://www.elnorte.com/seguridad/articulo/648/1294976/,33861,66647.0,APODACA,MISION REAL,COLONIA,1.29694454965e-05
2011,2011-09-15,25.760505,-100.208996, Ejecuta comando a tres tr&#225;nsitos ,3.0, http://www.elnorte.com/seguridad/Articulo/648/1294133/,33721,66633.0,APODACA,KALOS,COLONIA,0.000288392530072
2011,2011-01-09,25.800012,-100.239402, Abaten a hombre dentro de su casa ,1.0, http://www.elnorte.com/seguridad/Articulo/645/1288859/,33664,66612.0,APODACA,REAL DE SAN ANDRES,COLONIA,3.30793893297e-05
2011,2011-09-25,25.745786,-100.3232, Lo matan de seis tiros ,1.0, http://www.elnorte.com/seguridad/articulo/649/1297567/,35161,64269.0,MONTERREY,LAZARO CARDENAS,COLONIA,5.42864527235e-05
2011,2011-09-25,25.797805,-100.37564300000001, Ejecutan a taqueros ,2.0, http://www.elnorte.com/seguridad/articulo/649/1297567/,34191,66065.0,GENERAL ESCOBEDO,COLINAS DEL TOPO CHICO,COLONIA,1.26651007117e-05
2011,2011-09-23,25.792535,-100.303617, La siguen y la atacan a balazos ,1.0, http://www.elnorte.com/seguridad/Articulo/649/1296995/,34066,66050.0,GENERAL ESCOBEDO,LOS ELIZONDO,COLONIA,3.67000479262e-05
2011,2011-10-09,25.778292999999998,-100.28965500000001, Encuentran a asesinado en brecha de Escobedo ,1.0, http://www.elnorte.com/seguridad/Articulo/647/1292233/,34093,66054.0,GENERAL ESCOBEDO,PUERTA DEL NORTE,RANCHO O RANCHERIA,3.92043973327e-05
2011,2011-09-21,25.955113,-100.163749, Abaten militares a cinco pistoleros ,5.0, http://www.elnorte.com/seguridad/Articulo/649/1296228/,33965,65550.0,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,COLONIA,0.00012615621838
2011,2011-09-13,25.936697,-100.362373, Le dan 2 balazos en la cabeza ,1.0, http://www.elnorte.com/seguridad/Articulo/647/1293288/,33953,66550.0,CARMEN,EL CARMEN CENTRO,VILLA,0.000276105833845
2011,2011-09-30,25.911424,-100.228615, Choque balazos y muerte,1.0, http://www.elnorte.com/seguridad/Articulo/650/1299715/,0,,,,,
2011,2011-09-25,25.811945,-100.59803000000001, Tiran muerta a mujer ,1.0, http://www.elnorte.com/seguridad/articulo/649/1297567/,34029,66008.0,GARCÍA,LA CRUZ,COLONIA,0.000266701864163
2011,2011-09-23,25.399655,-100.128178, Defiende a su hijo y la asesinan ,1.0, http://www.elnorte.com/seguridad/Articulo/649/1296993/,36463,67307.0,SANTIAGO,CONGREGACION SAN JOSE NORTE,CONGREGACION,4.09349606268e-05
2011,2011-09-21,25.406494,-100.16153800000001, Decapitan a una mujer en Santiago ,1.0, http://www.elnorte.com/seguridad/Articulo/649/1296210/,36469,67312.0,SANTIAGO,DEL MAESTRO,COLONIA,2.64897459909e-05
2011,2011-09-13,25.470119,-100.189937, Encuentran muerta a tiros a una pareja en El Barrial ,2.0, http://www.elnorte.com/seguridad/articulo/647/1293300/,36459,67303.0,SANTIAGO,RANCHO SAN VICENTE,COLONIA,0.000137857347479
2011,2011-12-09,25.449889000000002,-100.16368299999999, Matan a pareja dentro de auto en Santiago ,2.0, http://www.elnorte.com/seguridad/articulo/647/1292893/,36484,67317.0,SANTIAGO,FRACC LA BOCA,FRACCIONAMIENTO,0.00015798471872
2011,2011-07-09,25.426964,-100.15168299999999, Matan a ex reo en Santiago ,1.0, http://www.elnorte.com/seguridad/Articulo/646/1291076/,36488,67318.0,SANTIAGO,CONCEPCION SALAZAR,HACIENDA,4.17889339554e-05
2011,2011-10-09,25.593517000000002,-99.990181, Busca a hermano; lo halla ejecutado ,1.0, http://www.elnorte.com/seguridad/Articulo/647/1292181/,33901,67480.0,CADEREYTA JIMÉNEZ,CADEREYTA JIMENEZ CENTRO,COLONIA,0.000832080719522
2011,2011-04-09,25.590519,-99.982151, Mueren 4 sicarios en enfrentamiento ,4.0, http://www.elnorte.com/seguridad/Articulo/645/1289696/,33918,67484.0,CADEREYTA JIMÉNEZ,JOSE LUIS LOZANO FERNANDEZ,FRACCIONAMIENTO,5.05189514784e-05
2011,2011-08-22,25.634897,-100.08095, Lo dejan en un bald&#237;o tras matarlo ,1.0, http://www.elnorte.com/seguridad/articulo/643/1284833/,0,,,,,
2011,2011-08-21,25.619704000000002,-100.173855, Dejan un cuerpo frente a vivienda ,1.0, http://www.elnorte.com/seguridad/articulo/643/1284399/,34786,67286.0,JUÁREZ,LOMAS DE SANTA MONICA 1RA SECC,FRACCIONAMIENTO,9.36926976274e-05
2011,2011-12-08,25.726445000000002,-100.24036600000001, Abre mujer puerta y sicarios la matan ,1.0, http://www.elnorte.com/seguridad/Articulo/641/1281568/,35869,66476.0,SAN NICOLÁS DE LOS GARZA,LOS REALES,COLONIA,6.41344954584e-06
2011,2011-09-08,25.713983,-100.21463299999999, Reportan vecinos balazos; encuentran a 3 ejecutado ,3.0, http://www.elnorte.com/seguridad/Articulo/641/1280336/,35851,66473.0,SAN NICOLÁS DE LOS GARZA,LA TALAVERNA,RESIDENCIAL,2.52404987756e-05
2011,2011-06-08,25.712229,-100.281572, Ejecutan a 5 j&#243;venes ,5.0, http://www.elnorte.com/seguridad/articulo/640/1279252/,35915,66480.0,SAN NICOLÁS DE LOS GARZA,VALLE DE NOGALAR,COLONIA,4.23318025462e-05
2011,2011-08-31,25.738467,-100.407831, Tiran muerto en un parque de Cumbres ,1.0, http://www.elnorte.com/seguridad/Articulo/645/1288418/,34053,64349.0,GENERAL ESCOBEDO,CUMBRES ELITE 6TO SECT,COLONIA,5.01366262545e-05
2011,2011-08-30,25.727385,-100.42705500000001, Detectan &quot;narcococina&quot; ,3.0, http://www.elnorte.com/seguridad/articulo/645/1288003/,0,,,,,
2011,2011-08-28,25.649859,-100.308397, Tiran atado un cad&#225;ver ,1.0, http://www.elnorte.com/seguridad/articulo/644/1287178/,35384,64730.0,MONTERREY,ARTURO B DE LA GARZA,COLONIA,1.07916010195e-05
2011,2011-08-25,25.674175,-100.318437, Y ejecutan en Av. Ju&#225;rez ,1.0, http://www.elnorte.com/seguridad/Articulo/644/1286124/,34955,64000.0,MONTERREY,CENTRO DE MONTERREY,COLONIA,0.000716583798616
2011,2011-08-25,25.688887,-100.371409, Calcinan a inocentes ,2.0, http://www.elnorte.com/local/Articulo/644/1286152/,35325,64634.0,MONTERREY,VALLE DE SAN JERONIMO,COLONIA,9.73245596298e-06
2011,2011-08-24,25.698946,-100.28665600000001, Sospechan que plagiados matan a su secuestrador ,1.0, http://www.elnorte.com/seguridad/Articulo/643/1285645/,35264,64530.0,MONTERREY,MODERNA,COLONIA,0.000221281086398
2011,2011-08-23,25.670308,-100.34603100000001, Cuelgan a uno en Constituci&#243;n a pleno mediod&#237;a ,1.0, http://www.elnorte.com/local/Articulo/643/1285219/,34968,64060.0,MONTERREY,OBISPADO,COLONIA,0.00012221914280999998
2011,2011-08-23,25.71475,-100.34207099999999, Matan a otro en auto ,1.0, http://www.elnorte.com/seguridad/Articulo/643/1285220/,35067,64190.0,MONTERREY,CENTRAL,COLONIA,2.01952011287e-05
2011,2011-08-23,25.746803,-100.354, Baja sicario de taxi y asesina a joven ,1.0, http://www.elnorte.com/seguridad/Articulo/643/1285217/,35102,64228.0,MONTERREY,FRANCISCO VILLA,COLONIA,8.15412492746e-05
2011,2011-08-23,25.657192000000002,-100.311994, Ejecutan a uno atr&#225;s de la Central ,1.0, http://www.elnorte.com/seguridad/Articulo/643/1285218/,35376,64720.0,MONTERREY,INDEPENDENCIA,FRACCIONAMIENTO,0.000221969402392
2011,2011-08-22,25.629087,-100.299132, Balean a 5 j&#243;venes al rafaguear auto ,2.0, http://www.elnorte.com/seguridad/articulo/643/1284830/,35496,64909.0,MONTERREY,EMPLEADOS SFEO,COLONIA,5.69703347249e-06
2011,2011-08-21,25.650579,-100.307772, Hallan cuerpo en bolsas ,1.0, http://www.elnorte.com/seguridad/articulo/643/1284423/,35384,64730.0,MONTERREY,ARTURO B DE LA GARZA,COLONIA,1.07916010195e-05
2011,2011-08-19,25.649859,-100.308397, Dejan en tres bolsas cuerpo descuartizado ,1.0, http://www.elnorte.com/seguridad/Articulo/642/1283987/,35384,64730.0,MONTERREY,ARTURO B DE LA GARZA,COLONIA,1.07916010195e-05
